TEXTO;CORRECCION
elastasas;elastasa
endonucleasas;endonucleasa
mercaptanos;mercaptano
minicerdos;minicerdo
biorreactores;biorreactor
diplomaturas;diplomatura
cervecera;cervecero
foncillas;fon
hipoproteinemias;hipoproteinemia
brumos;brumo
barios;bario
vizmanos;vizmano
repollos;repollo
selenito;selenio
sulfhidrilos;sulfhidrilo
sofocaciones;sofocación
pepsinas;pepsina
millita;milla
copyrights;copyright
menas;mena
proenzimas;proenzima
densidades;densidad
tioles;tiol
monoasociados;monoasociado
helmintos;helminto
trillones;trillón
celulosas;celulosa
probes;prob
plasmocitos;plasmocito
reexposiciones;reexposición
alcachofas;alcachofa
lachica;lacha
alimentaciones;alimentación
absorbedores;absorbedor
alx;alux
duplicaturas;duplicatura
alargamientos;alargamiento
refinamientos;refinamiento
hollejos;hollejo
compotas;compota
canelones;canelón
merengues;merengue
ganchitos;gancho
galletitas;galleta
orejones;orejón
sorbetes;sorbete
multivitaminas;multivitamina
defecaciones;defecación
desobediencias;desobediencia
carrascos;carrasco
retardos;retardo
sofismas;sofisma
nomencladores;nomenclador
maestrantes;maestrante
conferencistas;conferencista
normalidades;normalidad
eczemas;eczema
stops;stop
mucinas;mucina
micronutrimentos;micronutrimento
macronutrimentos;macronutrimento
vencimientos;vencimiento
reaves;reave
anglicismos;anglicismo
dicarbonilos;dicarbonilo
forrajes;forraje
tacos;taco
bizcochos;bizcocho
sucres;sucre
skins;skin
tortas;torta
cosustratos;cosustrato
berenjenas;berenjena
linfangiectasias;linfangiectasia
antraquinonas;antraquinona
lubrificantes;lubrificante
megabytes;megabyte
perritos;perrito
trascendencias;trascendencia
campillos;campo
gangas;ganga
matraces;matraz
bulimias;bulimia
coaches;coach
fondistas;fondista
reemplazadores;reemplazador
digestibilidades;digestibilidad
candies;candy
tarrazo;tarro
carteleras;cartelera
sigmas;sigma
collados;collado
merluzas;merluza
sobrecostes;sobrecoste
colmenares;colmenar
clavijas;clavija
starters;starter
conteos;conteo
sachico;sacho
meos;meo
neurotoxinas;neurotoxina
bioproductos;bioproducto
conductillos;conducto
protecas;proteca
hidrocarbonos;hidrocarbono
sores;sor
atresias;atresia
rafias;rafia
barroquismos;barroquismo
reanimaciones;reanimación
neveras;nevera
neuroprotectora;neuroprotector
evos;evo
fogones;fogón
reobjetivos;reobjetivo
bisulfitos;bisulfito
gramajes;gramaje
intersexos;intersexo
recreos;recreo
bolinches;bolinche
multioligoelementos;multioligoelemento
packs;pack
morones;morón
lpes;lp
leus;leu
recaudos;recaudo
federaciones;federación
pontillo;ponto
multimicronutrientes;multimicronutriente
rollitos;rollo
cubitos;cubito
calentamientos;calentamiento
trombinas;trombina
multifrecuencias;multifrecuencia
penetraciones;penetración
subdirectora;subdirector
postintervenciones;postintervención
bolillos;bolillo
parapoblaciones;parapoblación
protagonismos;protagonismo
mantequillas;mantequilla
microambientes;microambiente
linos;lino
reposiciones;reposición
baloncestos;baloncesto
linfopenias;linfopenia
maquiladoras;maquilador
afinos;afino
concejalas;concejal
incubaciones;incubación
tueros;tuero
comederos;comedero
reglamentaciones;reglamentación
masuca;masa
macroelementos;macroelemento
tazas;taza
frambuesas;frambuesa
pistachos;pistacho
traqueostomas;traqueostoma
empiemas;empiema
marzona;marzo
sandwiches;sandwich
biocombustibles;biocombustible
mioglobinas;mioglobina
glucosaminoglucanos;glucosaminoglucano
subcompartimentos;subcompartimento
algarrobas;algarroba
biscuits;biscuit
yudokas;yudoka
alfareras;alfarero
pascales;pascal
autoregistros;autoregistro
flemones;flemón
hepatomegalias;hepatomegalia
socas;soca
rodetes;rodete
recolocaciones;recolocación
anlises;anlis
interconversiones;interconversión
interespecies;interespecie
poligliceroles;poliglicerol
ramadas;ramada
biofenoles;biofenol
locaciones;locación
esteatorreas;esteatorrea
pozas;poza
dioxinas;dioxina
naftalenos;naftaleno
sobrepesos;sobrepeso
infradeclaraciones;infradeclaración
licitaciones;licitación
plafones;plafón
contratistas;contratista
verduritas;verdurita
elasticidades;elasticidad
concurrencias;concurrencia
cantinas;cantina
comunicadores;comunicador
hamacas;hamaca
preformulaciones;preformulación
furanos;furano
bifenilos;bifenilo
salchichones;salchichón
pulpas;pulpa
dialcoholes;dialcohol
celulasas;celulasa
casetas;caseta
freidoras;freidora
licuadoras;licuadora
hisopos;hisopo
rodajas;rodaja
minibombas;minibomba
flavonones;flavona
triloba;trilobo
efectora;efector
microecosistemas;microecosistema
quinquenios;quinquenio
bocatas;bocata
sotos;soto
quesitos;queso
desnutrientes;desnutriente
intermomentos;intermomento
analfabetismos;analfabetismo
aranceles;arancel
salvaguardias;salvaguardia
subsectores;subsector
shocks;shock
artesilla;artesa
huracanes;huracán
floras;flora
ahokas;ahoka
subfusiones;subfusión
ornamentos;ornamento
lonchas;loncha
microconstituyentes;microconstituyente
prolaminas;prolamina
multicapas;multicapa
degradaciones;degradación
monteros;montero
cecinas;cecina
grumos;grumo
policapas;policapa
husillos;husillo
disbalances;disbalance
micropunteada;micropunteado
orensanos;orensano
heladera;heladero
sobrebolsas;sobrebolsa
visep;viseptiembre
cinturas;cintura
ditirosinas;ditirosina
imidazoles;imidazol
brazaletes;brazalete
tulipanes;tulipán
camionetas;camioneta
reumatismos;reumatismo
ocratoxinas;ocratoxina
micotoxinas;micotoxina
ladas;lada
acarotenoides;acarotenoide
botanas;botana
sodas;soda
anteojos;anteojo
cocineras;cocinero
japones;japón
micrococos;micrococo
mampostera;mampostero
janes;jan
picoteos;picoteo
flatulencias;flatulencia
embargos;embargo
manchita;mancha
sobredatos;sobredato
boyeras;boyero
mandatarias;mandatario
isomerasas;isomerasa
concavidades;concavidad
chavarro;chavo
poliacetatos;poliacetato
quinonas;quinona
xantonas;xantona
plastos;plasto
cloroplastos;cloroplasto
lipoproteinas;lipoproteina
subdominios;subdominio
teofilinas;teofilina
bites;bit
quilogramos;quilogramo
algarrobos;algarrobo
hojuelas;hojuela
cristaleras;cristalera
antivitaminas;antivitamina
recomendadores;recomendador
motoneuronas;motoneurona
grosellas;grosella
neuroesteroides;neuroesteroide
televisores;televisor
autocastigos;autocastigo
tergiversaciones;tergiversación
colonizaciones;colonización
iteraciones;iteración
puericultoras;puericultor
cacahuates;cacahuate
kilojoule;kilojulio
adrales;adral
frecuentaciones;frecuentación
desprecios;desprecio
pandemias;pandemia
rompimientos;rompimiento
bebederos;bebedero
nena;nene
higienes;higiene
mitras;mitra
afm;afemtómetro
inadecuaciones;inadecuación
grelos;grelo
bocados;bocado
cooperaciones;cooperación
grafismos;grafismo
recreaciones;recreación
cacaos;cacao
drivers;driver
backups;backup
estros;estro
karatekas;karateka
gredilla;greda
ski;esquí
agr;agramo
sauces;sauce
antelos;antelo
intercomercios;intercomercio
cicloturistas;cicloturista
antojos;antojo
caducidades;caducidad
albaranes;albarán
tenias;tenia
tormos;tormo
penilla;pena
preventorios;preventorio
metadados;metadado
financiamientos;financiamiento
submodelos;submodelo
palazuelos;palazo
bezos;bezo
fiambreras;fiambrera
managements;management
biosanitaria;biosanitario
inadaptadas;inadaptado
crianzas;crianza
explantes;explante
oleorresinas;oleorresina
adobos;adobo
sulfonaciones;sulfonación
medallones;medallón
complementaciones;complementación
sprints;sprint
comunas;comuna
sedentarismos;sedentarismo
triques;trique
bascones;basca
tobarra;toba
subregiones;subregión
microbes;microb
borborigmos;borborigmo
cirujana;cirujano
reml;remililitro
subestimaciones;subestimación
ronquidos;ronquido
lacas;laca
faras;fara
biofactores;biofactor
corpas;corpa
superpotencias;superpotencia
morfotipos;morfotipo
aceleraciones;aceleración
insona;ins
triglutamatos;triglutamato
obradores;obrador
pasteleras;pastelero
desposicionamientos;desposicionamiento
chascos;chasco
obturaciones;obturación
restauraciones;restauración
surfactantes;surfactante
kioscos;kiosco
sentadillas;sentada
vicerrectora;vicerrector
giorgis;giorgi
manivelas;manivela
bonillo;bono
envergaduras;envergadura
endulzantes;endulzante
cucharaditas;cucharadita
estronas;estro
hidroperoxidasas;hidroperoxidasa
somnolencias;somnolencia
microdespertares;microdespertar
nanas;nana
ponches;ponche
volts;volt
autoclaves;autoclave
prestadoras;prestador
adecuaciones;adecuación
contrapartes;contraparte
swings;swing
pseudocelebraciones;pseudocelebración
murtaza;murta
biotics;biotic
hosts;host
josas;josa
galactosidasas;galactosidasa
recubrimientos;recubrimiento
quesito;queso
halos;halo
potrillos;potrillo
orensanas;orensano
resets;reset
parafarmacias;parafarmacia
posteres;postere
ftalatos;ftalato
camareras;camarero
pejito;peje
pedreros;pedrero
pomas;poma
pomos;pomo
sacarosas;sacarosa
sentadilla;sentada
cucharillas;cucharilla
maloclusiones;maloclusión
buffers;buffer
chupetes;chupete
cucharas;cuchara
recesiones;recesión
cepillos;cepillo
turrones;turrón
subfenotipos;subfenotipo
oligopolios;oligopolio
salpullidos;salpullido
jerbos;jerbo
langures;langur
kayakistas;kayakista
palistas;palista
jinetes;jinete
slalom;eslálom
varitas;varita
picatostes;picatoste
donuts;donut
cernadas;cernada
protrombinas;protrombina
tamburro;tambo
platinos;platino
nieblas;niebla
berruecos;berrueco
acidulantes;acidulante
espinos;espino
altramuces;altramuz
gofios;gofio
potajes;potaje
cazuelas;cazuela
cascarillas;cascarilla
almortas;almorta
quintacolumnistas;quintacolumnista
coreiformes;coreiforme
titos;tito
guijas;guija
panceta;panca
timbales;timbal
estrellitas;estrella
hiperuricemias;hiperuricemia
adelgazamientos;adelgazamiento
purines;purín
autovaloraciones;autovaloración
cointervenciones;cointervención
viveros;vivero
livetinas;livetina
porotos;poroto
granulaciones;granulación
bioconversiones;bioconversión
biocompuestos;biocompuesto
microdatos;microdato
boas;boa
somitas;soma
yesares;yesar
arrancamientos;arrancamiento
dismotilidades;dismotilidad
termosellados;termosellado
chavala;chaval
agenesias;agenesia
tops;top
subfunciones;subfunción
vicerectora;vicerector
sticks;stick
geladas;gelada
bananas;banana
micromolares;micromolar
silbidos;silbido
gorros;gorro
antojitos;antojo
rejillas;rejilla
autofagosomas;autofagosoma
vaguadas;vaguada
chopos;chopo
enes;ene
autonomos;autonomo
cracks;crack
ceniceros;cenicero
hipercolesterolemias;hipercolesterolemia
cementeras;cementera
bombillas;bombilla
salmonetes;salmonete
boquerones;boquerón
depres;depre
langostas;langosta
maltas;malta
boniatos;boniato
mucilagos;mucilago
michos;micho
pixeles;pixel
golpeos;golpeo
triatletas;triatleta
subfactores;subfactor
paraplejias;paraplejia
palieres;palier
kiwis;kiwi
abrazaderas;abrazadera
pacanas;pacana
velocistas;velocista
gazpachos;gazpacho
salmorejos;salmorejo
molletes;mollete
palancas;palanca
trusts;trust
galliformes;galliforme
comorbideces;comorbidez
debilitaciones;debilitación
tienditas;tienda
cines;cine
genuflexiones;genuflexión
cuencos;cuenco
autocreencias;autocreencia
intercorrelaciones;intercorrelación
macrocomponentes;macrocomponente
maratones;maratón
vatios;vatio
almohadones;almohadón
faldones;faldón
pechugas;pechuga
metabuscadores;metabuscador
rehidratantes;rehidratante
lomas;loma
monosomas;monosoma
catchers;catcher
jardineros;jardinero
bores;bore
esprints;esprint
intercal;intercaloría
mesenterios;mesenterio
omentos;omento
meninos;menino
degluciones;deglución
tallarines;tallarín
capacitaciones;capacitación
vides;vid
rabito;rabo
emiratos;emirato
maquiladora;maquilador
fototransductores;fototransductor
arnas;arna
lores;lord
abstinencias;abstinencia
saleta;sala
metilaciones;metilación
acetilaciones;acetilación
espermatocitos;espermatocito
protaminas;protamina
espermatogonias;espermatogonia
transposones;transposón
gulas;gula
distocias;distocia
progestaciones;progestación
biotransformaciones;biotransformación
bergamotita;bergamota
husos;huso
finalizaciones;finalización
refrigerios;refrigerio
trampantojos;trampantojo
preenvasados;preenvasado
revaloraciones;revaloración
esfacelos;esfacelo
cuberos;cubero
macroencuestas;macroencuesta
micromachismos;micromachismo
microviolencias;microviolencia
barranquilla;barranca
farmacoterapias;farmacoterapia
subempleadas;subempleado
reunificaciones;reunificación
microsistemas;microsistema
cangas;canga
covariaciones;covariación
dilaciones;dilación
postergaciones;postergación
acogimientos;acogimiento
virginias;virginia
promin;prominuto
tiradores;tirador
tenistas;tenista
submodalidades;submodalidad
iniciaciones;iniciación
carpita;carpa
manisera;manisero
postests;postest
franciscos;francisco
metaconocimientos;metaconocimiento
pseudopalabras;pseudopalabra
optimizadores;optimizador
nenazas;nene
feminismos;feminismo
igualdades;igualdad
autojustificaciones;autojustificación
regates;regate
judokas;judoka
ojeadores;ojeador
microciclos;microciclo
interpelaciones;interpelación
submatrices;submatriz
pretests;pretest
refutaciones;refutación
subcompetencias;subcompetencia
emparejamientos;emparejamiento
filminas;filmina
activantes;activante
grafemas;grafema
lexicalizaciones;lexicalización
gibones;gibón
autoescuelas;autoescuela
losilla;losa
aducciones;aducción
cebras;cebra
chantajistas;chantajista
carmines;carmín
bofetones;bofetón
reprimendas;reprimenda
dependientas;dependiente
autorefuerzos;autorefuerzo
coactivaciones;coactivación
autoatribuciones;autoatribución
autoconcepciones;autoconcepción
motes;mote
cartulinas;cartulina
reevaluadores;reevaluador
rains;rain
autoimposiciones;autoimposición
histogramas;histograma
inatenciones;inatención
formantes;formante
acoplamientos;acoplamiento
ensamblajes;ensamblaje
gatito;gato
subredes;subred
incitaciones;incitación
dislalias;dislalia
disfasias;disfasia
dislexias;dislexia
disartrias;disartria
indeterminaciones;indeterminación
autovectores;autovector
miniescalas;miniescala
infraestimaciones;infraestimación
aglutinaciones;aglutinación
handicaps;handicap
pandillas;pandilla
denotaciones;denotación
hatos;hato
corduras;cordura
reespecificaciones;reespecificación
pontos;ponto
microexpresiones;microexpresión
lekes;lek
horquillas;horquilla
opiones;opio
vigoda;vigodo
haikus;haiku
perfeccionamientos;perfeccionamiento
fluencias;fluencia
morros;morro
voluntariados;voluntariado
marionetas;marioneta
desperfectos;desperfecto
roqueta;roca
modismos;modismo
dubas;duba
desautorizaciones;desautorización
