TEXTO;CORRECCION
inguinales;inguinal
craneoencefálicas;craneoencefálico
paroxísticas;paroxístico
subdesarrollados;subdesarrollado
semicirculares;semicircular
marineros;marinero
éticas;ético
heroicas;heroico
novedosas;novedoso
progresivos;progresivo
estratégicos;estratégico
casuales;casual
mnemotécnicas;mnemotécnico
comprimimos;comprimir
nulas;nulo
gástricos;gástrico
enfrentamos;enfrentar
nasofaríngeos;nasofaríngeo
equivalentes;equivalente
prehospitalarios;prehospitalario
paramédicos;paramédico
sobrevivientes;sobreviviente
concomitantes;concomitante
cálcicos;cálcico
protegidos;proteger
óseas;óseo
cianóticas;cianótico
difusos;difuso
parenquimatosos;parenquimatoso
discretos;discreto
recurrentes;recurrente
afectivos;afectivo
seniles;senil
neuríticas;neurítico
tortuosas;tortuoso
neurovegetativas;neurovegetativo
metastásicos;metastásico
meníngeos;meníngeo
coroideos;coroideo
embrionarias;embrionario
quísticas;quístico
ependimarias;ependimario
embrionarios;embrionario
anaplásicas;anaplásico
redondeados;redondear
excepcionales;excepcional
agresivas;agresivo
multifocales;multifocal
anaplásicos;anaplásico
hendidas;hender
aciáticos;aciático
benignos;benigno
citoplasmáticas;citoplasmático
solitarios;solitario
aparentes;aparente
posturales;postural
trazados;trazar
circunstanciales;circunstancial
teratogénicos;teratogénico
los;lo
indias;indio
exploradores;explorador
taínos;taíno
metidas;meter
empaquetados;empaquetar
francesas;francés
francos;franco
cubanas;cubano
cancerígenas;cancerígeno
reproductores;reproductor
pasivos;pasivo
los;lo
curiosas;curioso
desechables;desechable
reemplazables;reemplazable
carcinógenos;carcinógeno
terminológicos;terminológico
extraños;extraño
españolas;español
bélicos;bélico
honorarios;honorario
prevalentes;prevalente
hispanoamericanas;hispanoamericano
bayas;bayo
cardinales;cardinal
poliúricos;poliúrico
obesas;obeso
árabes;árabe
inquiries;inquirie
pancreáticos;pancreático
bovinos;bovino
diabéticas;diabético
bajadas;bajar
concluyentes;concluyente
poblacionales;poblacional
mediterráneos;mediterráneo
secos;seco
moderadas;moderar
universitarios;universitario
marruecos;marroquí
pescados;pescar
dulces;dulce
españoles;español
adrenales;adrenal
pélvicos;pélvico
solares;solar
epidemiológicas;epidemiológico
mineros;minero
bucales;bucal
electroforéticos;electroforético
baratos;barato
verificables;verificable
enzimáticas;enzimático
fallas;fallir
citoplásmicos;citoplásmico
nitrogenadas;nitrogenado
reparativas;reparativo
patentes;patente
los;lo
filiales;filial
veterinarios;veterinario
diplomados;diplomado
públicas;público
propietarios;propietario
comerciantes;comerciante
sintéticos;sintético
colorantes;colorante
antiinfecciosos;antiinfeccioso
prometedores;prometedor
demasiados;demasiado
suizos;suizo
antibacterianos;antibacteriano
belgas;belga
franceses;francés
somníferos;somnífero
titulares;titular
inspectores;inspector
numerosísimos;numeroso
mayoristas;mayorista
ciudadanos;ciudadano
norteamericanas;norteamericano
estatales;estatal
racémicas;racémico
dextrógiros;dextrógiro
levógiros;levógiro
psicoestimulantes;psicoestimulante
hipnóticos;hipnótico
productivas;productivo
millonarios;millonario
multinacionales;multinacional
astronómicos;astronómico
ejecutivos;ejecutivo
próximas;próximo
ingentes;ingente
sustitutivos;sustitutivo
usuarias;usuario
gravísimos;grave
directivos;directivo
satisfactorios;satisfactorio
hidrófobas;hidrófobo
alifáticas;alifático
aromáticos;aromático
flexibles;flexible
semiflexibles;semiflexible
hidrofóbicos;hidrofóbico
saponificables;saponificable
insaponificables;insaponificable
llamamos;llamar
los;lo
consumimos;consumir
fisicoquímicas;fisicoquímico
covalentes;covalente
acuosos;acuoso
fotosintéticos;fotosintético
interesantes;interesante
amargos;amargo
sintéticas;sintético
levantadores;levantador
aislantes;aislante
poliinsaturadas;poliinsaturado
monoinsaturadas;monoinsaturado
extensos;extenso
mágicos;mágico
magos;mago
espiritualistas;espiritualista
musulmanes;musulmán
islámicos;islámico
islámicas;islámico
biomédicas;biomédico
ordeñadoras;ordeñador
romanos;romano
ajenos;ajeno
anacrónicos;anacrónico
incurables;incurable
insanos;insano
coadyuvantes;coadyuvante
directivas;directivo
anexas;anexo
estadísticos;estadístico
menstruales;menstrual
lubricantes;lubricante
uterinas;uterino
endocrinológicos;endocrinológico
reproductivas;reproductivo
ováricos;ovárico
ansiosas;ansioso
incorrectas;incorrecto
domésticas;doméstico
coitales;coital
adultas;adulto
epidémicas;epidémico
medianos;mediano
infantiles;infantil
transmisibles;transmisible
conexas;conexo
mexicanos;mexicano
heredables;heredable
sedentarios;sedentario
fisiopatológicos;fisiopatológico
hipotalámicas;hipotalámico
microbiológicos;microbiológico
mutuos;mutuo
masivos;masivo
procesados;procesar
referentes;referente
fritas;freír
premenopáusicas;premenopáusico
musculosas;musculoso
moribundas;moribundo
liberadores;liberador
reactivos;reactivo
analíticos;analítico
intercurrentes;intercurrente
discapacitados;discapacitado
prescindibles;prescindible
ilegales;ilegal
tranquilizantes;tranquilizante
dudosas;dudoso
industrias;industriar
probables;probable
ingleses;inglés
fechas;fecho
escamosas;escamoso
adictas;adicto
gustativas;gustativo
centrados;centrar
delirantes;delirante
adaptativos;adaptativo
maníacos;maníaco
policíclicos;policíclico
oficiales;oficial
cancerígenos;cancerígeno
tranquilizadores;tranquilizador
murales;mural
cálidos;cálido
comunitarias;comunitario
recreativas;recreativo
ausentes;ausente
coincidentes;coincidente
higiénicos;higiénico
operatorias;operatorio
iliacas;iliaco
morfológicos;morfológico
discoidales;discoidal
coexistentes;coexistente
telemétricos;telemétrico
veteranos;veterano
polimorfonucleares;polimorfonuclear
solas;solo
polipeptídicas;polipeptídico
tumorales;tumoral
redundantes;redundante
homeostáticas;homeostático
intrínsecos;intrínseco
antagónicas;antagónico
citotóxicas;citotóxico
antitumorales;antitumoral
eosinófilos;eosinófilo
interactivas;interactivo
primordiales;primordial
multipotentes;multipotente
multilineales;multilineal
supresores;supresor
exitosos;exitoso
transitorias;transitorio
malentendidos;malentender
milagrosos;milagroso
costosas;costoso
vasoactivas;vasoactivo
sublinguales;sublingual
peneanos;peneano
hinchables;hinchable
costosos;costoso
afrodisíacos;afrodisíaco
afrodisíacas;afrodisíaco
tecnológicas;tecnológico
preformuladas;preformulado
competitivos;competitivo
laureados;laurear
sueltos;suelto
amarillos;amarillo
psiquiátricas;psiquiátrico
receptoras;receptor
subendoteliales;subendotelial
óptimos;bueno
cubiertos;cubrir
esféricos;esférico
anfotéricos;anfotérico
retenidas;retener
densas;denso
beneficiosas;beneficioso
marginales;marginal
enviados;enviar
psicoactivas;psicoactivo
sustitutos;sustituto
comensales;comensal
proteolíticas;proteolítico
exentas;exentar
antiparasitarios;antiparasitario
molares;molar
incisivos;incisivo
mixtas;mixto
fallecidos;fallecer
microbianos;microbiano
bacterianos;bacteriano
supragingivales;supragingival
aeróbicos;aeróbico
anaeróbicos;anaeróbico
antisépticos;antiséptico
dentarios;dentario
eucariotas;eucarioto
conformacionales;conformacional
prepúberes;prepúber
claros;claro
posreceptores;posreceptor
antidiabéticas;antidiabético
deseables;deseable
convertidoras;convertidor
recaídas;recaer
cancerosas;canceroso
las;lo
pleurales;pleural
peritoneales;peritoneal
bioquímicas;bioquímico
secuestradoras;secuestrador
debutantes;debutante
pediátricos;pediátrico
prepuberales;prepuberal
mayas;maya
religiosas;religioso
expedicionarios;expedicionario
inveterados;inveterado
originarios;originario
polémicas;polémico
tabacaleras;tabacalero
obligadas;obligar
impedidas;impedir
rígidas;rígido
laxas;laxo
devastadoras;devastador
obstructivas;obstructivo
educacionales;educacional
reacios;reacio
legislativas;legislativo
impositivas;impositivo
audiovisuales;audiovisual
publicitarias;publicitario
radiactivos;radiactivo
aromáticas;aromático
las;lo
adiposos;adiposo
preclínicas;preclínico
rupestres;rupestre
equinos;equino
paquidermos;paquidermo
topográficas;topográfico
monos;mono
suicidas;suicida
antidepresivas;antidepresivo
sedativos;sedativo
acianóticas;acianótico
cromosómicos;cromosómico
obvios;obvio
autoinmunitarias;autoinmunitario
eritrocíticas;eritrocítico
silvestres;silvestre
psicóticos;psicótico
opacos;opaco
maculares;macular
observables;observable
antipalúdicos;antipalúdico
oftalmológicos;oftalmológico
mutantes;mutante
anginosos;anginoso
cálidas;cálido
perdidos;perder
restantes;restante
líticas;lítico
nodales;nodal
dominantes;dominante
insensibles;insensible
reductores;reductor
genéricos;genérico
pediátricas;pediátrico
fundadores;fundador
craneoencefálicos;craneoencefálico
isquémicos;isquémico
oncológicas;oncológico
acústicos;acústico
volumétricos;volumétrico
presentamos;presentar
referimos;referir
ocultas;oculto
neonatos;neonato
serios;serio
isotónicos;isotónico
extracorpóreos;extracorpóreo
giratorias;giratorio
inmediatas;inmediato
asincrónicos;asincrónico
napoleónicas;napoleónico
pirineos;pirineo
evacuados;evacuar
pesadas;pesar
volantes;volante
enemigos;enemigo
accidentados;accidentar
firmes;firme
indoloros;indoloro
confluentes;confluente
acompañantes;acompañante
amigdalares;amigdalar
alérgicos;alérgico
genitourinarios;genitourinario
neurohumorales;neurohumoral
peculiares;peculiar
achinados;achinado
retrasados;retrasar
orientales;oriental
nómadas;nómada
inconclusos;inconcluso
históricas;histórico
ofensivos;ofensivo
voluntarias;voluntario
maternas;materno
multifactoriales;multifactorial
homólogos;homólogo
discordantes;discordante
trisómicos;trisómico
trisómicas;trisómico
palpebrales;palpebral
oblicuas;oblicuo
rectos;recto
anorrectales;anorrectal
banales;banal
serosas;seroso
asimilables;asimilable
empíricos;empírico
vitamínicos;vitamínico
latinas;latino
intramusculares;intramuscular
subglóticas;subglótico
lumínicas;lumínico
térmicas;térmico
los;lo
intermediarios;intermediario
esplácnicos;esplácnico
preganglionares;preganglionar
presinápticos;presináptico
adventicios;adventicio
costados;costar
discontinuos;discontinuo
rugosas;rugoso
vocales;vocal
femorales;femoral
indetectables;indetectable
glosofaríngeos;glosofaríngeo
uninucleados;uninucleado
binucleadas;binucleado
los;el
humanitarios;humanitario
microporosos;microporoso
mesodérmicas;mesodérmico
caudales;caudal
ventrales;ventral
periarteriales;periarterial
pericardiofrénicas;pericardiofrénico
pectorales;pectoral
espasmódicas;espasmódico
involuntarias;involuntario
adhesivas;adhesivo
prefijos;prefijo
cortas;corto
peristálticos;peristáltico
fáciles;fácil
aclaratorias;aclaratorio
fusiformes;fusiforme
cilíndricas;cilíndrico
las;lo
mientéricos;mientérico
postsinápticas;postsináptico
glosoepiglóticos;glosoepiglótico
laríngeas;laríngeo
laríngeos;laríngeo
sacras;sacro
postganglionares;postganglionar
antiganglionares;antiganglionar
posganglionares;posganglionar
hipofisarios;hipofisario
ciliares;ciliar
colinérgicas;colinérgico
navales;naval
paralelos;paralelo
umbilicales;umbilical
castellanos;castellano
femeninos;femenino
macizos;macizo
antirreumatoides;antirreumatoide
semisintéticos;semisintético
antialérgicos;antialérgico
tópicas;tópico
gástricas;gástrico
asiáticos;asiático
sanguinolentos;sanguinolento
supraclaviculares;supraclavicular
drenantes;drenante
dispares;dispar
étnicas;étnico
tuberculosas;tuberculoso
contagiosos;contagioso
latentes;latente
bacteriológicos;bacteriológico
amarillentas;amarillento
antituberculosos;antituberculoso
escalenos;escaleno
masivas;masivo
vegetarianos;vegetariano
hindúes;hindú
distinguibles;distinguible
andaluces;andaluz
convocatorias;convocatorio
sevillanos;sevillano
gloriosas;glorioso
reentrantes;reentrante
monofásicos;monofásico
bifásicos;bifásico
anárquicas;anárquico
aceptables;aceptable
espontáneos;espontáneo
profilácticos;profiláctico
velludos;velludo
delegadas;delegar
ayudantes;ayudante
universitarias;universitario
formativos;formativo
interventores;interventor
accidentadas;accidentar
filosóficos;filosófico
maternales;maternal
pobres;pobre
santos;santo
caballeros;caballero
teutónicos;teutónico
santas;santo
preceptivos;preceptivo
administradores;administrador
institucionales;institucional
sanadoras;sanador
laicas;laico
protestantes;protestante
hospitalarias;hospitalario
visitadoras;visitador
dirigentes;dirigente
nosológicas;nosológico
entendidas;entender
sucedáneos;sucedáneo
botánicos;botánico
psicoemocionales;psicoemocional
espirituales;espiritual
laborales;laboral
ecológicas;ecológico
policausales;policausal
plurietiológicas;plurietiológico
certeros;certero
morfofuncionales;morfofuncional
tenidas;tener
les;le
etiológicas;etiológico
patogénicas;patogénico
venéreas;venéreo
idiopáticas;idiopático
psicosomáticas;psicosomático
psicosomáticos;psicosomático
rotas;romper
anteroposteriores;anteroposterior
supinas;supino
anaerobias;anaerobio
paralelas;paralelo
óseos;óseo
aéreos;aéreo
verdaderos;VERDADERO
radiolúcidas;radiolúcido
