CODIGO;DESCRIPCION;CODIGO_AGRUP;DESCRIPCION_AGRUP
I87.029;Sindrome postrombotico con inflamacion de extremidad inferior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.031;Sindrome postrombotico con ulcera e inflamacion de extremidad inferior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.032;Sindrome postrombotico con ulcera e inflamacion de extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.033;Sindrome postrombotico con ulcera e inflamacion de extremidad inferior, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.039;Sindrome postrombotico con ulcera e inflamacion de extremidad inferior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.091;Sindrome postrombotico con otras complicaciones de extremidad inferior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.092;Sindrome postrombotico con otras complicaciones de extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.093;Sindrome postrombotico con otras complicaciones de extremidad inferior, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.099;Sindrome postrombotico con otras complicaciones de extremidad inferior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.1;Compresion de vena;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.2;Insuficiencia venosa (cronica) (periferica);I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.301;Hipertension venosa cronica (idiopatica) sin complicaciones de extremidad inferior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.302;Hipertension venosa cronica (idiopatica) sin complicaciones de extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.303;Hipertension venosa cronica (idiopatica) sin complicaciones de extremidad inferior, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.309;Hipertension venosa cronica (idiopatica) sin complicaciones de extremidad inferior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.311;Hipertension venosa cronica (idiopatica) con ulcera de extremidad inferior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.312;Hipertension venosa cronica (idiopatica) con ulcera de extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.313;Hipertension venosa cronica (idiopatica) con ulcera de extremidad inferior, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.319;Hipertension venosa cronica (idiopatica) con ulcera de extremidad inferior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.321;Hipertension venosa cronica (idiopatica) con inflamacion de extremidad inferior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.322;Hipertension venosa cronica (idiopatica) con inflamacion de extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.323;Hipertension venosa cronica (idiopatica) con inflamacion de extremidades inferiores, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.329;Hipertension venosa cronica (idiopatica) con inflamacion de extremidad inferior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.331;Hipertension venosa cronica (idiopatica) con ulcera e inflamacion de extremidad inferior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.332;Hipertension venosa cronica (idiopatica) con ulcera e inflamacion de extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.333;Hipertension venosa cronica (idiopatica) con ulcera e inflamacion de extremidades inferiores, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.339;Hipertension venosa cronica (idiopatica) con ulcera e inflamacion de extremidad inferior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.391;Hipertension venosa cronica (idiopatica) con otras complicaciones de extremidad inferior derecha;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.392;Hipertension venosa cronica (idiopatica) con otras complicaciones de extremidad inferior izquierda;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.393;Hipertension venosa cronica (idiopatica) con otras complicaciones de extremidad inferior, bilateral;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.399;Hipertension venosa cronica (idiopatica) con otras complicaciones de extremidad inferior no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.8;Otros trastornos especificados de venas;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I87.9;Trastorno de vena, no especificado;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I88.0;Linfadenitis mesenterica no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I88.1;Linfadenitis cronica, excepto la mesenterica;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I88.8;Otros tipos de linfadenitis no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I88.9;Linfadenitis inespecifica no especificada;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I89.0;Linfedema, no clasificado bajo otro concepto;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I89.1;Linfangitis;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I89.8;Otros trastornos no infecciosos especificados de vasos y ganglios linfaticos;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I89.9;Trastorno no infeccioso de vasos y ganglios linfaticos, no especificado;I80-I89;Enfermedades de venas, vasos y ganglios linfáticos, no clasificadas bajo otro concepto
I95.0;Hipotension idiopatica;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I95.1;Hipotension ortostatica;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I95.2;Hipotension debida a farmacos;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I95.3;Hipotension de la hemodialisis;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I95.81;Hipotension posprocedimiento;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I95.89;Otra hipotension;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I95.9;Hipotension, no especificada;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I96;Gangrena, no clasificada bajo otro concepto;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.0;Sindrome poscardiotomia;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.110;Hipofuncion cardiaca posprocedimiento despues de cirugia cardiaca;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.111;Hipofuncion cardiaca posprocedimiento despues de otros tipos de cirugia;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.120;Paro cardiaco posprocedimiento despues de cirugia cardiaca;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.121;Paro cardiaco posprocedimiento despues de otros tipos de cirugia;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.130;Insuficiencia cardiaca posprocedimiento despues de cirugia cardiaca;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.131;Insuficiencia cardiaca posprocedimiento despues de otros tipos de cirugia;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.190;Otros trastornos cardiacos funcionales posprocedimiento despues de cirugia cardiaca;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.191;Otros trastornos cardiacos funcionales posprocedimiento despues de otros tipos de cirugia;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.2;Sindrome de linfedema posmastectomia;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.3;Hipertension posprocedimiento;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.410;Hemorragia y hematoma intraoperatorios de organo o estructura de aparato circulatorio que complica un cateterismo cardiaco;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.411;Hemorragia y hematoma intraoperatorios de organo o estructura de aparato circulatorio que complica una derivacion cardiaca;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.418;Hemorragia y hematoma intraoperatorios de organo o estructura de aparato circulatorio que complica otro procedimiento de aparato circulatorio;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.42;Hemorragia y hematoma intraoperatorios de organo o estructura de aparato circulatorio que complica otro procedimiento;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.51;Puncion y desgarro accidentales de organo o estructura del aparato circulatorio durante un procedimiento de aparato circulatorio;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.52;Puncion y desgarro accidentales de organo o estructura del aparato circulatorio durante otro tipo de procedimiento;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.610;Hemorragia y hematoma posprocedimiento de un organo o estructura de aparato circulatorio despues de cateterismo cardiaco;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.611;Hemorragia y hematoma posprocedimiento de un organo o estructura de aparato circulatorio o estructura despues de derivacion cardiaca;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.618;Hemorragia y hematoma posprocedimiento de un organo o estructura de aparato circulatoriodespues de otro tipo de procedimiento de aparato circulatorio;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.62;Hemorragia y hematoma posprocedimiento de un organo o estructura de aparato circulatorio despues de otro tipo de procedimiento;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.710;Parada cardiaca intraoperatoria durante cirugia cardiaca;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.711;Parada cardiaca intraoperatoria durante otra cirugia;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.790;Otros trastornos funcionales cardiacos intraoperatorios durante cirugia cardiaca;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.791;Otros trastornos funcionales cardiacos intraoperatorios durante otra cirugia;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.810;Infarto cerebrovascular intraoperatorio durante cirugia cardiaca;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.811;Infarto cerebrovascular intraoperatorio durante otra cirugia;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.820;Infarto cerebrovascular posprocedimiento despues de cirugia cardiaca;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.821;Infarto cerebrovascular posprocedimiento despues de otra cirugia;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.88;Otras complicaciones intraoperatorias de aparato circulatorio, no clasificados bajo otro concepto;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I97.89;Otras complicaciones y trastornos posprocedimiento de aparato circulatorio, no clasificados bajo otro concepto;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
I99.8;Otros trastornos de aparato circulatorio;I95-I99;Otros trastornos de aparato circulatorio y los no especificados
